DistrictName,Vndr,Loc,GPmRFI
Houston South,HRO-r,20,28443
Houston North,HRO-r,21,37242
Washington,HRO-r,22,30349
Minnesota,HRO-r,23,33710
Houston South,HRO-r,24,31069
San Antonio,HRO-r,25,21582
Minnesota,HRO-r,26,30244
Washington,HRO-r,27,1684
San Antonio,HRO-r,29,15628
Southern Ohio,HRO-r,30,25232
Midwest,HRO-r,31,55545
Southern Ohio,HRO-r,32,15094
Tarrant County,HRO-r,33,31284
Washington,HRO-r,34,23014
Wisconsin,HRO-r,35,19122
Minnesota,HRO-r,36,27025
California,HRO-r,37,37243
Indiana,HRO-r,38,25181
Indiana,HRO-r,39,25137
Columbus,HRO-r,40,17873
Wisconsin,HRO-r,41,14040
Penn-Cleveland,HRO-r,42,17992
Dallas North,HRO-r,43,15581
Houston North,HRO-r,44,38868
Southern Ohio,HRO-r,45,32374
Dallas South,HRO-r,46,26128
Indiana,HRO-r,47,29564
Washington,HRO-r,48,17429
Dallas South,HRO-r,49,24097
Penn-Cleveland,HRO-r,50,21177
Wisconsin,HRO-r,51,19294
Columbus,HRO-r,52,19261
Minnesota,HRO-r,53,25058
Washington,HRO-r,54,19721
California,HRO-r,55,32032
Houston North,HRO-r,56,31189
Austin,HRO-r,57,30784
Dallas North,HRO-r,58,15825
Chicago,CDC-f,108,3077
Dallas South,CDC-f,109,3508
Oklahoma,CDC-f,110,2122
Tarrant County,CDC-f,111,1946
California,CDC-f,112,3498
San Antonio,CDC-f,113,2239
Oklahoma,CDC-f,114,1255
Chicago,CDC-f,115,2570
Kentucky,CDC-f,116,2705
Chicago,CDC-f,117,2692
Austin,CDC-f,118,2728
Chicago,CDC-f,119,3108
St. Louis,CDC-f,120,1556
Columbus,CDC-f,121,2179
California,CDC-f,122,2031
St. Louis,CDC-f,123,2366
Chicago,CDC-f,124,1824
Georgia,CDC-f,125,1488
Georgia,CDC-f,126,2312
St. Louis,CDC-f,127,791
Dallas Flagship,CDC-n,1,649497
Dallas South,CDC-n,2,92327
Tarrant County,CDC-n,3,178710
San Antonio,CDC-n,4,163768
Austin,CDC-n,5,294235
Houston North,CDC-n,6,129151
Austin,CDC-n,7,140745
Dallas North,CDC-n,8,176472
Houston North,CDC-n,9,157013
San Antonio,CDC-n,10,113109
Houston South,CDC-n,11,243830
Tarrant County,CDC-n,12,131448
Kentucky,CDC-n,13,223901
Wisconsin,CDC-n,14,99781
Houston South,CDC-n,15,263791
Dallas South,CDC-n,16,56473
Austin,CDC-n,17,261875
Tarrant County,CDC-n,18,140911
Columbus,CDC-n,19,113023
Houston South,CDC-n,20,221171
Houston North,CDC-n,21,151236
Washington,CDC-n,22,240093
Minnesota,CDC-n,23,165262
Houston South,CDC-n,24,215733
San Antonio,CDC-n,25,189336
Minnesota,CDC-n,26,199518
Washington,CDC-n,27,15268
San Antonio,CDC-n,29,218334
Southern Ohio,CDC-n,30,209887
Midwest,CDC-n,31,284698
Southern Ohio,CDC-n,32,113099
Tarrant County,CDC-n,33,196978
Washington,CDC-n,34,193765
Wisconsin,CDC-n,35,197769
Minnesota,CDC-n,36,189233
California,CDC-n,37,198207
Indiana,CDC-n,38,212085
Indiana,CDC-n,39,189976
Columbus,CDC-n,40,199188
Wisconsin,CDC-n,41,138826
Penn-Cleveland,CDC-n,42,110838
Dallas North,CDC-n,43,117809
Houston North,CDC-n,44,171737
Southern Ohio,CDC-n,45,193005
Dallas South,CDC-n,46,119154
Indiana,CDC-n,47,212375
Washington,CDC-n,48,135315
Dallas South,CDC-n,49,114775
Penn-Cleveland,CDC-n,50,119119
Wisconsin,CDC-n,51,206685
Columbus,CDC-n,52,170917
Minnesota,CDC-n,53,153699
Washington,CDC-n,54,121620
California,CDC-n,55,167414
Houston North,CDC-n,56,190447
Austin,CDC-n,57,162539
Dallas North,CDC-n,58,148101
Dallas North,CDC-n,59,169448
Tarrant County,CDC-n,60,117936
Penn-Cleveland,CDC-n,61,146403
Penn-Cleveland,CDC-n,62,126909
Washington,CDC-n,64,165170
Dallas North,CDC-n,65,212140
Penn-Cleveland,CDC-n,66,142942
California,CDC-n,67,226372
Minnesota,CDC-n,68,182176
Arizona,CDC-n,69,158716
Midwest,CDC-n,70,171473
Washington,CDC-n,71,147774
Arizona,CDC-n,72,116921
Midwest,CDC-n,73,161004
Houston South,CDC-n,74,177687
Austin,CDC-n,75,149326
Austin,CDC-n,76,172192
Penn-Cleveland,CDC-n,77,172807
Midwest,CDC-n,78,87445
Southern Ohio,CDC-n,80,154184
Tarrant County,CDC-n,81,209228
Southern Ohio,CDC-n,82,143332
Dallas South,CDC-n,83,135298
Midwest,CDC-n,84,138608
Dallas North,CDC-n,85,215668
Midwest,CDC-n,86,160695
Chicago,CDC-n,87,192397
Kentucky,CDC-n,88,197630
Chicago,CDC-n,90,115007
Columbus,CDC-n,91,134268
Columbus,CDC-n,92,12159
Minnesota,CDC-n,93,20152
Chicago,CDC-n,94,126671
Houston South,CDC-n,95,121435
Minnesota,CDC-n,96,163035
Chicago,IDC&DVISIO-r,119,165
St. Louis,IDC&DVISIO-r,120,110
Columbus,IDC&DVISIO-r,121,87
California,IDC&DVISIO-r,122,148
St. Louis,IDC&DVISIO-r,123,81
Chicago,IDC&DVISIO-r,124,65
Georgia,IDC&DVISIO-r,125,262
Georgia,IDC&DVISIO-r,126,313
St. Louis,IDC&DVISIO-r,127,163
Dallas Flagship,IDCROWNB&C-r,1,8211
Dallas South,IDCROWNB&C-r,2,1630
Tarrant County,IDCROWNB&C-r,3,2452
San Antonio,IDCROWNB&C-r,4,2745
Austin,IDCROWNB&C-r,5,2403
Houston North,IDCROWNB&C-r,6,1744
Austin,IDCROWNB&C-r,7,2292
Dallas North,IDCROWNB&C-r,8,2823
Houston North,IDCROWNB&C-r,9,2783
San Antonio,IDCROWNB&C-r,10,1657
Houston South,IDCROWNB&C-r,11,1646
Tarrant County,IDCROWNB&C-r,12,2541
Kentucky,IDCROWNB&C-r,13,3034
Wisconsin,IDCROWNB&C-r,14,1096
Houston South,IDCROWNB&C-r,15,2820
Dallas South,IDCROWNB&C-r,16,1474
Austin,IDCROWNB&C-r,17,3140
Tarrant County,IDCROWNB&C-r,18,1448
Columbus,IDCROWNB&C-r,19,2094
Houston South,IDCROWNB&C-r,20,2425
Houston North,IDCROWNB&C-r,21,2943
Washington,IDCROWNB&C-r,22,2546
Minnesota,IDCROWNB&C-r,23,2134
Houston South,IDCROWNB&C-r,24,3287
San Antonio,IDCROWNB&C-r,25,2521
Minnesota,IDCROWNB&C-r,26,3167
Washington,IDCROWNB&C-r,27,67
San Antonio,IDCROWNB&C-r,29,1791
Southern Ohio,IDCROWNB&C-r,30,2385
Midwest,IDCROWNB&C-r,31,4707
Southern Ohio,IDCROWNB&C-r,32,2282
Tarrant County,IDCROWNB&C-r,33,3058
Washington,IDCROWNB&C-r,34,2427
Wisconsin,IDCROWNB&C-r,35,3041
Minnesota,IDCROWNB&C-r,36,2416
California,IDCROWNB&C-r,37,3383
Indiana,IDCROWNB&C-r,38,2716
Indiana,IDCROWNB&C-r,39,2945
Columbus,IDCROWNB&C-r,40,1344
Wisconsin,IDCROWNB&C-r,41,1131
Penn-Cleveland,IDCROWNB&C-r,42,2123
Dallas North,IDCROWNB&C-r,43,1762
Houston North,IDCROWNB&C-r,44,2750
Southern Ohio,IDCROWNB&C-r,45,3297
Dallas South,IDCROWNB&C-r,46,2357
Indiana,IDCROWNB&C-r,47,3241
Washington,IDCROWNB&C-r,48,1686
Dallas South,IDCROWNB&C-r,49,2500
Penn-Cleveland,IDCROWNB&C-r,50,2579
Wisconsin,IDCROWNB&C-r,51,1888
Columbus,IDCROWNB&C-r,52,1880
Minnesota,IDCROWNB&C-r,53,1870
Washington,IDCROWNB&C-r,54,2435
California,IDCROWNB&C-r,55,2572
Houston North,IDCROWNB&C-r,56,2492
Austin,IDCROWNB&C-r,57,2703
Dallas North,IDCROWNB&C-r,58,2007
Dallas North,IDCROWNB&C-r,59,2505
Tarrant County,IDCROWNB&C-r,60,2813
Penn-Cleveland,IDCROWNB&C-r,61,1863
Penn-Cleveland,IDCROWNB&C-r,62,2236
Washington,IDCROWNB&C-r,64,1478
Dallas North,IDCROWNB&C-r,65,2303
Penn-Cleveland,IDCROWNB&C-r,66,2732
California,IDCROWNB&C-r,67,3985
Minnesota,IDCROWNB&C-r,68,2062
Arizona,IDCROWNB&C-r,69,2187
Midwest,IDCROWNB&C-r,70,2793
Washington,IDCROWNB&C-r,71,2306
Arizona,IDCROWNB&C-r,72,2849
Midwest,IDCROWNB&C-r,73,2390
Houston South,IDCROWNB&C-r,74,1850
Austin,IDCROWNB&C-r,75,2745
Austin,IDCROWNB&C-r,76,2227
Penn-Cleveland,IDCROWNB&C-r,77,3189
Midwest,IDCROWNB&C-r,78,1014
Southern Ohio,IDCROWNB&C-r,80,2398
Tarrant County,IDCROWNB&C-r,81,3971
Southern Ohio,IDCROWNB&C-r,82,3566
Dallas South,IDCROWNB&C-r,83,2428
Midwest,IDCROWNB&C-r,84,1795
Dallas North,IDCROWNB&C-r,85,3151
Midwest,IDCROWNB&C-r,86,2399
Chicago,IDCROWNB&C-r,87,3027
Kentucky,IDCROWNB&C-r,88,2319
Chicago,IDCROWNB&C-r,90,1428
Columbus,IDCROWNB&C-r,91,1758
Columbus,IDCROWNB&C-r,92,148
Minnesota,IDCROWNB&C-r,93,307
Chicago,IDCROWNB&C-r,94,1443
Houston South,IDCROWNB&C-r,95,2564
Minnesota,IDCROWNB&C-r,96,3581
Kentucky,IDCROWNB&C-r,97,2963
Tarrant County,IDCROWNB&C-r,98,2155
Midwest,IDCROWNB&C-r,99,3991
Indiana,IDCROWNB&C-r,100,2880
Chicago,IDCROWNB&C-r,101,1422
Indiana,IDCROWNB&C-r,102,1359
Wisconsin,IDCROWNB&C-r,103,1388
Austin,IDCROWNB&C-r,104,2624
Oklahoma,IDCROWNB&C-r,105,1814
Arizona,IDCROWNB&C-r,106,1947
Southern Ohio,IDCROWNB&C-r,107,2184
San Antonio,IDLBMAYASS-r,29,620
Southern Ohio,IDLBMAYASS-r,30,449
Midwest,IDLBMAYASS-r,31,2608
Southern Ohio,IDLBMAYASS-r,32,157
Tarrant County,IDLBMAYASS-r,33,1824
Washington,IDLBMAYASS-r,34,992
Wisconsin,IDLBMAYASS-r,35,625
Minnesota,IDLBMAYASS-r,36,1108
California,IDLBMAYASS-r,37,2060
Indiana,IDLBMAYASS-r,38,1037
Indiana,IDLBMAYASS-r,39,939
Columbus,IDLBMAYASS-r,40,126
Wisconsin,IDLBMAYASS-r,41,267
Penn-Cleveland,IDLBMAYASS-r,42,671
Dallas North,IDLBMAYASS-r,43,165
Houston North,IDLBMAYASS-r,44,2119
Southern Ohio,IDLBMAYASS-r,45,729
Dallas South,IDLBMAYASS-r,46,760
Indiana,IDLBMAYASS-r,47,866
Washington,IDLBMAYASS-r,48,592
Dallas South,IDLBMAYASS-r,49,424
Penn-Cleveland,IDLBMAYASS-r,50,554
Wisconsin,IDLBMAYASS-r,51,167
Columbus,IDLBMAYASS-r,52,544
Minnesota,IDLBMAYASS-r,53,621
Washington,IDLBMAYASS-r,54,197
California,IDLBMAYASS-r,55,945
Houston North,IDLBMAYASS-r,56,1512
Austin,IDLBMAYASS-r,57,1102
Dallas North,IDLBMAYASS-r,58,97
Dallas North,IDLBMAYASS-r,59,422
Tarrant County,IDLBMAYASS-r,60,916
Penn-Cleveland,IDLBMAYASS-r,61,202
Penn-Cleveland,IDLBMAYASS-r,62,29
Washington,IDLBMAYASS-r,64,970
Dallas North,IDLBMAYASS-r,65,1321
Penn-Cleveland,IDLBMAYASS-r,66,335
California,IDLBMAYASS-r,67,1522
Minnesota,IDLBMAYASS-r,68,504
Arizona,IDLBMAYASS-r,69,329
Midwest,IDLBMAYASS-r,70,2046
Washington,IDLBMAYASS-r,71,79
Arizona,IDLBMAYASS-r,72,411
Midwest,IDLBMAYASS-r,73,3879
Houston South,IDLBMAYASS-r,74,297
Austin,IDLBMAYASS-r,75,1173
Austin,IDLBMAYASS-r,76,1003
Penn-Cleveland,IDLBMAYASS-r,77,1284
Midwest,IDLBMAYASS-r,78,926
Southern Ohio,IDLBMAYASS-r,80,78
Tarrant County,IDLBMAYASS-r,81,1537
Southern Ohio,IDLBMAYASS-r,82,282
Dallas South,IDLBMAYASS-r,83,480
Midwest,IDLBMAYASS-r,84,1327
Dallas North,IDLBMAYASS-r,85,901
Midwest,IDLBMAYASS-r,86,1347
Chicago,IDLBMAYASS-r,87,857
Kentucky,IDLBMAYASS-r,88,203
Chicago,IDLBMAYASS-r,90,779
Columbus,IDLBMAYASS-r,91,64
Columbus,IDLBMAYASS-r,92,21
Minnesota,IDLBMAYASS-r,93,64
Chicago,IDLBMAYASS-r,94,273
Houston South,IDLBMAYASS-r,95,270
Minnesota,IDLBMAYASS-r,96,759
Kentucky,IDLBMAYASS-r,97,108
Tarrant County,IDLBMAYASS-r,98,736
Midwest,IDLBMAYASS-r,99,3282
Indiana,IDLBMAYASS-r,100,499
Chicago,IDLBMAYASS-r,101,167
Indiana,IDLBMAYASS-r,102,509
Wisconsin,IDLBMAYASS-r,103,348
Austin,IDLBMAYASS-r,104,652
Oklahoma,IDLBMAYASS-r,105,1697
Arizona,IDLBMAYASS-r,106,388
Southern Ohio,IDLBMAYASS-r,107,204
Chicago,IDLBMAYASS-r,108,645
Dallas South,IDLBMAYASS-r,109,971
Oklahoma,IDLBMAYASS-r,110,1741
Tarrant County,IDLBMAYASS-r,111,408
California,IDLBMAYASS-r,112,1264
San Antonio,IDLBMAYASS-r,113,542
Oklahoma,IDLBMAYASS-r,114,1051
Chicago,IDLBMAYASS-r,115,424
Kentucky,IDLBMAYASS-r,116,183
Chicago,IDLBMAYASS-r,117,337
Austin,IDLBMAYASS-r,118,902
Chicago,IDLBMAYASS-r,119,424
St. Louis,IDLBMAYASS-r,120,628
Columbus,IDLBMAYASS-r,121,114
California,IDLBMAYASS-r,122,528
St. Louis,IDLBMAYASS-r,123,334
Chicago,IDLBMAYASS-r,124,413
Georgia,IDLBMAYASS-r,125,300
Georgia,IDLBMAYASS-r,126,358
St. Louis,IDLBMAYASS-r,127,305
Dallas Flagship,IDMELISSA&-i,1,972
Dallas South,IDMELISSA&-i,2,260
Tarrant County,IDMELISSA&-i,3,281
San Antonio,IDMELISSA&-i,4,314
Austin,IDMELISSA&-i,5,502
Houston North,IDMELISSA&-i,6,429
Austin,IDMELISSA&-i,7,217
Dallas North,IDMELISSA&-i,8,306
Houston North,IDMELISSA&-i,9,258
San Antonio,IDMELISSA&-i,10,138
Houston South,IDMELISSA&-i,11,279
Tarrant County,IDMELISSA&-i,12,167
Kentucky,IDMELISSA&-i,13,162
Wisconsin,IDMELISSA&-i,14,134
Houston South,IDMELISSA&-i,15,452
Austin,IDMELISSA&-i,17,338
Dallas South,IDPARRAGON-r,83,2221
Midwest,IDPARRAGON-r,84,2487
Dallas North,IDPARRAGON-r,85,948
Midwest,IDPARRAGON-r,86,2167
Chicago,IDPARRAGON-r,87,952
Kentucky,IDPARRAGON-r,88,1249
Chicago,IDPARRAGON-r,90,774
Columbus,IDPARRAGON-r,91,271
Columbus,IDPARRAGON-r,92,64
Minnesota,IDPARRAGON-r,93,195
Chicago,IDPARRAGON-r,94,531
Houston South,IDPARRAGON-r,95,2271
Minnesota,IDPARRAGON-r,96,803
Kentucky,IDPARRAGON-r,97,1402
Tarrant County,IDPARRAGON-r,98,823
Midwest,IDPARRAGON-r,99,5188
Indiana,IDPARRAGON-r,100,1325
Chicago,IDPARRAGON-r,101,431
Indiana,IDPARRAGON-r,102,823
Wisconsin,IDPARRAGON-r,103,402
Austin,IDPARRAGON-r,104,1551
Oklahoma,IDPARRAGON-r,105,1220
Arizona,IDPARRAGON-r,106,316
Southern Ohio,IDPARRAGON-r,107,1401
Chicago,IDPARRAGON-r,108,598
Dallas South,IDPARRAGON-r,109,2110
Oklahoma,IDPARRAGON-r,110,1487
Tarrant County,IDPARRAGON-r,111,641
California,IDPARRAGON-r,112,1974
San Antonio,IDPARRAGON-r,113,344
Oklahoma,IDPARRAGON-r,114,1401
Chicago,IDPARRAGON-r,115,778
Kentucky,IDPARRAGON-r,116,1231
Chicago,IDPARRAGON-r,117,622
Austin,IDPARRAGON-r,118,1153
Chicago,IDPARRAGON-r,119,758
St. Louis,IDPARRAGON-r,120,528
Columbus,IDPARRAGON-r,121,275
California,IDPARRAGON-r,122,911
St. Louis,IDPARRAGON-r,123,705
Chicago,IDPARRAGON-r,124,554
Georgia,IDPARRAGON-r,125,1096
Georgia,IDPARRAGON-r,126,984
St. Louis,IDPARRAGON-r,127,672
Dallas Flagship,IDPEEPERS-r,1,6276
Dallas South,IDPEEPERS-r,2,1771
Tarrant County,IDPEEPERS-r,3,2061
San Antonio,IDPEEPERS-r,4,1831
Austin,IDPEEPERS-r,5,2720
Houston North,IDPEEPERS-r,6,2030
Austin,IDPEEPERS-r,7,1536
Dallas North,IDPEEPERS-r,8,2674
Houston North,IDPEEPERS-r,9,3421
San Antonio,IDPEEPERS-r,10,1375
Houston South,IDPEEPERS-r,11,3573
Tarrant County,IDPEEPERS-r,12,1781
Kentucky,IDPEEPERS-r,13,618
Wisconsin,IDPEEPERS-r,14,1412
Houston South,IDPEEPERS-r,15,1554
Dallas South,IDPEEPERS-r,16,1069
Austin,IDPEEPERS-r,17,4097
Tarrant County,IDPEEPERS-r,18,1047
Columbus,IDPEEPERS-r,19,1179
Houston South,IDPEEPERS-r,20,2321
Houston North,IDPEEPERS-r,21,3583
Washington,IDPEEPERS-r,22,4895
Minnesota,IDPEEPERS-r,23,2589
Houston South,IDPEEPERS-r,24,1909
San Antonio,IDPEEPERS-r,25,2131
Minnesota,IDPEEPERS-r,26,3563
Washington,IDPEEPERS-r,27,336
San Antonio,IDPEEPERS-r,29,1916
Southern Ohio,IDPEEPERS-r,30,1394
Midwest,IDPEEPERS-r,31,2695
Southern Ohio,IDPEEPERS-r,32,700
Tarrant County,IDPEEPERS-r,33,3048
Washington,IDPEEPERS-r,34,1790
Wisconsin,IDPEEPERS-r,35,1745
Minnesota,IDPEEPERS-r,36,2064
California,IDPEEPERS-r,37,3114
Indiana,IDPEEPERS-r,38,1460
Indiana,IDPEEPERS-r,39,3258
Columbus,IDPEEPERS-r,40,1950
Wisconsin,IDPEEPERS-r,41,909
Penn-Cleveland,IDPEEPERS-r,42,1251
Dallas North,IDPEEPERS-r,43,1851
Houston North,IDPEEPERS-r,44,3204
Southern Ohio,IDPEEPERS-r,45,3334
Dallas South,IDPEEPERS-r,46,1352
Indiana,IDPEEPERS-r,47,2636
Washington,IDPEEPERS-r,48,1342
Dallas South,IDPEEPERS-r,49,734
Penn-Cleveland,IDPEEPERS-r,50,1939
Wisconsin,IDPEEPERS-r,51,1905
Columbus,IDPEEPERS-r,52,2538
Minnesota,IDPEEPERS-r,53,1883
Washington,IDPEEPERS-r,54,1716
California,IDPEEPERS-r,55,1954
Houston North,IDPEEPERS-r,56,2407
Austin,IDPEEPERS-r,57,2159
Dallas North,IDPEEPERS-r,58,1664
Dallas North,IDPEEPERS-r,59,2817
Tarrant County,IDPEEPERS-r,60,1926
Penn-Cleveland,IDPEEPERS-r,61,1057
Penn-Cleveland,IDPEEPERS-r,62,1345
Washington,IDPEEPERS-r,64,1230
Dallas North,IDPEEPERS-r,65,1831
Penn-Cleveland,IDPEEPERS-r,66,1716
California,IDPEEPERS-r,67,2137
Minnesota,IDPEEPERS-r,68,1438
Arizona,IDPEEPERS-r,69,1637
Midwest,IDPEEPERS-r,70,2494
Dallas South,IDUSPLAYIN-r,2,293
Tarrant County,IDUSPLAYIN-r,3,238
San Antonio,IDUSPLAYIN-r,4,777
Austin,IDUSPLAYIN-r,5,917
Houston North,IDUSPLAYIN-r,6,549
Austin,IDUSPLAYIN-r,7,558
Dallas North,IDUSPLAYIN-r,8,584
Houston North,IDUSPLAYIN-r,9,463
San Antonio,IDUSPLAYIN-r,10,624
Houston South,IDUSPLAYIN-r,11,630
Tarrant County,IDUSPLAYIN-r,12,609
Kentucky,IDUSPLAYIN-r,13,160
Wisconsin,IDUSPLAYIN-r,14,481
Houston South,IDUSPLAYIN-r,15,1008
Dallas South,IDUSPLAYIN-r,16,540
Austin,IDUSPLAYIN-r,17,944
Tarrant County,IDUSPLAYIN-r,18,631
Columbus,IDUSPLAYIN-r,19,423
Houston South,IDUSPLAYIN-r,20,929
Houston North,IDUSPLAYIN-r,21,464
Washington,IDUSPLAYIN-r,22,622
Minnesota,IDUSPLAYIN-r,23,1128
Houston South,IDUSPLAYIN-r,24,660
San Antonio,IDUSPLAYIN-r,25,487
Minnesota,IDUSPLAYIN-r,26,743
Washington,IDUSPLAYIN-r,27,22
San Antonio,IDUSPLAYIN-r,29,318
Southern Ohio,IDUSPLAYIN-r,30,626
Midwest,IDUSPLAYIN-r,31,1161
Southern Ohio,IDUSPLAYIN-r,32,178
Tarrant County,IDUSPLAYIN-r,33,571
Washington,IDUSPLAYIN-r,34,816
Wisconsin,IDUSPLAYIN-r,35,755
Minnesota,IDUSPLAYIN-r,36,536
California,IDUSPLAYIN-r,37,686
Indiana,IDUSPLAYIN-r,38,326
Indiana,IDUSPLAYIN-r,39,286
Columbus,IDUSPLAYIN-r,40,504
Wisconsin,IDUSPLAYIN-r,41,245
Penn-Cleveland,IDUSPLAYIN-r,42,361
Dallas North,IDUSPLAYIN-r,43,580
Houston North,IDUSPLAYIN-r,44,794
Southern Ohio,IDUSPLAYIN-r,45,883
Dallas South,IDUSPLAYIN-r,46,580
Indiana,IDUSPLAYIN-r,47,415
Washington,IDUSPLAYIN-r,48,887
Dallas South,IDUSPLAYIN-r,49,369
Penn-Cleveland,IDUSPLAYIN-r,50,300
Wisconsin,IDUSPLAYIN-r,51,380
Columbus,IDUSPLAYIN-r,52,417
Minnesota,IDUSPLAYIN-r,53,934
Washington,IDUSPLAYIN-r,54,423
California,IDUSPLAYIN-r,55,476
Houston North,IDUSPLAYIN-r,56,670
Austin,IDUSPLAYIN-r,57,467
Dallas North,IDUSPLAYIN-r,58,655
Dallas North,IDUSPLAYIN-r,59,507
Tarrant County,IDUSPLAYIN-r,60,324
Penn-Cleveland,IDUSPLAYIN-r,61,176
Penn-Cleveland,IDUSPLAYIN-r,62,198
Washington,IDUSPLAYIN-r,64,485
Dallas North,IDUSPLAYIN-r,65,610
Penn-Cleveland,IDUSPLAYIN-r,66,537
California,IDUSPLAYIN-r,67,873
Minnesota,IDUSPLAYIN-r,68,445
Arizona,IDUSPLAYIN-r,69,313
Midwest,IDUSPLAYIN-r,70,684
Washington,IDUSPLAYIN-r,71,383
Arizona,IDUSPLAYIN-r,72,436
Midwest,IDUSPLAYIN-r,73,634
Houston South,IDUSPLAYIN-r,74,317
Austin,IDUSPLAYIN-r,75,658
Austin,IDUSPLAYIN-r,76,138
Penn-Cleveland,IDUSPLAYIN-r,77,541
Midwest,IDUSPLAYIN-r,78,548
Southern Ohio,IDUSPLAYIN-r,80,349
Tarrant County,IDUSPLAYIN-r,81,1067
Southern Ohio,IDUSPLAYIN-r,82,308
Dallas South,IDUSPLAYIN-r,83,537
Midwest,IDUSPLAYIN-r,84,617
Dallas North,IDUSPLAYIN-r,85,997
Midwest,IDUSPLAYIN-r,86,883
Chicago,IDUSPLAYIN-r,87,777
Kentucky,IDUSPLAYIN-r,88,266
Chicago,IDUSPLAYIN-r,90,664
Columbus,IDUSPLAYIN-r,91,351
Columbus,IDUSPLAYIN-r,92,54
Minnesota,IDUSPLAYIN-r,93,70
Chicago,IDUSPLAYIN-r,94,250
Houston South,IDUSPLAYIN-r,95,551
Minnesota,IDUSPLAYIN-r,96,648
Kentucky,IDUSPLAYIN-r,97,239
Tarrant County,IDUSPLAYIN-r,98,796
Midwest,IDUSPLAYIN-r,99,790
Indiana,IDUSPLAYIN-r,100,416
Chicago,IDUSPLAYIN-r,101,350
Indiana,IDUSPLAYIN-r,102,214
Wisconsin,IDUSPLAYIN-r,103,338
Austin,IDUSPLAYIN-r,104,589
Oklahoma,IDUSPLAYIN-r,105,204
Arizona,IDUSPLAYIN-r,106,272
Southern Ohio,IDUSPLAYIN-r,107,911
Chicago,IDUSPLAYIN-r,108,363
Dallas South,IDUSPLAYIN-r,109,674
Oklahoma,IDUSPLAYIN-r,110,519
Tarrant County,IDUSPLAYIN-r,111,507
California,IDUSPLAYIN-r,112,458
San Antonio,IDUSPLAYIN-r,113,386
Oklahoma,IDUSPLAYIN-r,114,471
Chicago,IDUSPLAYIN-r,115,511
Kentucky,IDUSPLAYIN-r,116,267
Chicago,IDUSPLAYIN-r,117,429
Dallas South,TEXASBKMN-i,49,8691
Penn-Cleveland,TEXASBKMN-i,50,9178
Wisconsin,TEXASBKMN-i,51,16247
Columbus,TEXASBKMN-i,52,17045
Minnesota,TEXASBKMN-i,53,13301
Washington,TEXASBKMN-i,54,8110
California,TEXASBKMN-i,55,14243
Houston North,TEXASBKMN-i,56,15161
Austin,TEXASBKMN-i,57,14787
Dallas North,TEXASBKMN-i,58,13554
Dallas North,TEXASBKMN-i,59,12204
Tarrant County,TEXASBKMN-i,60,10316
Penn-Cleveland,TEXASBKMN-i,61,10192
Penn-Cleveland,TEXASBKMN-i,62,10277
Washington,TEXASBKMN-i,64,11813
Dallas North,TEXASBKMN-i,65,18275
Penn-Cleveland,TEXASBKMN-i,66,10425
California,TEXASBKMN-i,67,18539
Minnesota,TEXASBKMN-i,68,14140
Arizona,TEXASBKMN-i,69,13365
Midwest,TEXASBKMN-i,70,17941
Washington,TEXASBKMN-i,71,10695
Arizona,TEXASBKMN-i,72,9731
Midwest,TEXASBKMN-i,73,14707
Houston South,TEXASBKMN-i,74,15320
Austin,TEXASBKMN-i,75,14775
Austin,TEXASBKMN-i,76,13768
Penn-Cleveland,TEXASBKMN-i,77,16054
Midwest,TEXASBKMN-i,78,8460
Southern Ohio,TEXASBKMN-i,80,11781
Tarrant County,TEXASBKMN-i,81,17886
Southern Ohio,TEXASBKMN-i,82,10562
Dallas South,TEXASBKMN-i,83,9292
Midwest,TEXASBKMN-i,84,13847
Dallas North,TEXASBKMN-i,85,17050
Midwest,TEXASBKMN-i,86,14774
Chicago,TEXASBKMN-i,87,16166
Kentucky,TEXASBKMN-i,88,16224
Chicago,TEXASBKMN-i,90,8104
Columbus,TEXASBKMN-i,91,10635
Columbus,TEXASBKMN-i,92,884
Minnesota,TEXASBKMN-i,93,1237
Chicago,TEXASBKMN-i,94,10735
Houston South,TEXASBKMN-i,95,9067
Minnesota,TEXASBKMN-i,96,14489
Kentucky,TEXASBKMN-i,97,11661
Tarrant County,TEXASBKMN-i,98,7747
Midwest,TEXASBKMN-i,99,22494
Indiana,TEXASBKMN-i,100,8576
Chicago,TEXASBKMN-i,101,6502
Indiana,TEXASBKMN-i,102,12037
Wisconsin,TEXASBKMN-i,103,9553
Austin,TEXASBKMN-i,104,15861
Oklahoma,TEXASBKMN-i,105,13685
Arizona,TEXASBKMN-i,106,9089
Southern Ohio,TEXASBKMN-i,107,12609
Chicago,TEXASBKMN-i,108,10942
Dallas South,TEXASBKMN-i,109,12880
Oklahoma,TEXASBKMN-i,110,13028
Tarrant County,TEXASBKMN-i,111,5783
California,TEXASBKMN-i,112,15988
San Antonio,TEXASBKMN-i,113,9399
Oklahoma,TEXASBKMN-i,114,10048
Chicago,TEXASBKMN-i,115,6339
Kentucky,TEXASBKMN-i,116,11182
Chicago,TEXASBKMN-i,117,9073
Austin,TEXASBKMN-i,118,13050
Chicago,TEXASBKMN-i,119,11665
St. Louis,TEXASBKMN-i,120,8306
Columbus,TEXASBKMN-i,121,6487
California,TEXASBKMN-i,122,8686
St. Louis,TEXASBKMN-i,123,10176
